DATASET	NLME_RESULT_ID	NLME_CURVE_ID	COSMIC_ID	CELL_LINE_NAME	SANGER_MODEL_ID	TCGA_DESC	DRUG_ID	DRUG_NAME	PUTATIVE_TARGET	PATHWAY_NAME	COMPANY_ID	WEBRELEASE	MIN_CONC	MAX_CONC	LN_IC50	AUC	RMSE	Z_SCORE
GDSC2	343	15951031	687568	GB-1	SIDM00581	GBM	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	4.881154	0.949201	0.079004	0.503922
GDSC2	343	15951312	687586	T98G	SIDM01171	GBM	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	4.78423	0.975106	0.053824	0.429306
GDSC2	343	15951594	687588	U-118-MG	SIDM01193	GBM	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	3.956665	0.921423	0.090084	-0.207781
GDSC2	343	15951873	687590	U-87-MG	SIDM01189	GBM	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	4.581308	0.958158	0.06117	0.27309
GDSC2	343	15952126	687592	YKG-1	SIDM00315	GBM	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	5.192118	0.976176	0.058863	0.743312
GDSC2	343	15952305	687596	ChaGo-K-1	SIDM00924	UNCLASSIFIED	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	5.553494	0.988141	0.069041	1.021512
GDSC2	343	15952486	687600	NCI-H720	SIDM01120	UNCLASSIFIED	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	4.479685	0.974238	0.084719	0.194858
GDSC2	343	15952756	687777	Calu-3	SIDM00922	LUAD	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	5.164236	0.94978	0.078331	0.721848
GDSC2	343	15953038	687780	COR-L23	SIDM00512	UNCLASSIFIED	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	3.955046	0.934769	0.074622	-0.209027
GDSC2	343	15953319	687787	LK-2	SIDM00548	LUSC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	3.492212	0.924935	0.072056	-0.565333
GDSC2	343	15953598	687794	NCI-H1437	SIDM00734	LUAD	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	5.361237	0.982716	0.073034	0.873506
GDSC2	343	15953780	687798	NCI-H1623	SIDM00747	LUAD	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	2.774101	0.885513	0.072036	-1.118158
GDSC2	343	15954061	687799	NCI-H1648	SIDM00746	LUAD	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	5.134933	0.972641	0.063926	0.699289
GDSC2	343	15954230	687800	NCI-H1650	SIDM00745	LUAD	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	5.184707	0.948349	0.077322	0.737607
GDSC2	343	15954511	687802	NCI-H1693	SIDM00742	LUAD	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	6.579333	0.961326	0.054137	1.811237
GDSC2	343	15954790	687804	NCI-H1770	SIDM00737	UNCLASSIFIED	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	3.84814	0.972323	0.027719	-0.291328
GDSC2	343	15954972	687807	NCI-H1838	SIDM00769	LUAD	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	6.566895	0.973236	0.045827	1.801662
GDSC2	343	15955141	687812	NCI-H2085	SIDM00709	LUAD	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	5.303087	0.970468	0.062783	0.82874
GDSC2	343	15955422	687815	NCI-H2170	SIDM00716	LUSC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	4.262826	0.960281	0.059371	0.027912
GDSC2	343	15955701	687816	NCI-H2228	SIDM00729	LUAD	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	4.717852	0.93739	0.080707	0.378206
GDSC2	343	15955981	687819	NCI-H2342	SIDM00727	LUAD	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	4.269072	0.949412	0.061568	0.03272
GDSC2	343	15956151	687820	NCI-H2347	SIDM00726	LUAD	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	6.327274	0.956097	0.057825	1.617193
GDSC2	343	15956320	687821	NCI-H2405	SIDM00724	LUAD	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	5.60584	0.929629	0.075541	1.061809
GDSC2	343	15956601	687829	NCI-H661	SIDM01122	UNCLASSIFIED	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	5.217539	0.976831	0.090005	0.762882
GDSC2	343	15956882	687980	COR-L311	SIDM00509	SCLC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	3.282913	0.947568	0.082407	-0.726458
GDSC2	343	15957163	687983	DMS-114	SIDM00865	SCLC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	3.711937	0.942371	0.092031	-0.396181
GDSC2	343	15957445	687985	DMS-273	SIDM00522	SCLC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	3.082454	0.920068	0.110552	-0.880779
GDSC2	343	15957726	687995	NCI-H1048	SIDM00654	SCLC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	2.774288	0.910961	0.109714	-1.118015
GDSC2	343	15958007	687997	NCI-H1092	SIDM00653	SCLC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	5.635696	0.979862	0.044828	1.084793
GDSC2	343	15958288	688006	NCI-H1694	SIDM00741	SCLC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	3.223339	0.93987	0.122414	-0.772321
GDSC2	343	15958545	688010	NCI-H1963	SIDM00760	SCLC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	3.540977	0.950334	0.054831	-0.527791
GDSC2	343	15958801	688011	NCI-H2029	SIDM00735	SCLC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	5.501304	0.990326	0.039996	0.981334
GDSC2	343	15959064	688013	NCI-H209	SIDM00706	SCLC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	0.239505	0.681533	0.091609	-3.069376
GDSC2	343	15959343	688014	NCI-H2141	SIDM00699	SCLC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	3.472535	0.922853	0.08479	-0.580481
GDSC2	343	15959622	688015	NCI-H2171	SIDM00733	SCLC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	2.882058	0.959269	0.046019	-1.03505
GDSC2	343	15959800	688018	NCI-H2227	SIDM00730	SCLC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	3.306327	0.896517	0.106051	-0.708433
GDSC2	343	15960056	688021	NCI-H345	SIDM00719	SCLC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	5.682361	0.968999	0.0891	1.120718
GDSC2	343	15960317	688023	NCI-H446	SIDM00965	SCLC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	3.553543	0.947695	0.081865	-0.518118
GDSC2	343	15960597	688025	NCI-H526	SIDM01128	SCLC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	2.855201	0.93619	0.104286	-1.055725
GDSC2	343	15960876	688026	NCI-H64	SIDM01126	SCLC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	4.315129	0.952801	0.107728	0.068177
GDSC2	343	15961046	688027	NCI-H69	SIDM01121	SCLC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	4.010927	0.952706	0.048651	-0.166008
GDSC2	343	15961214	688031	NCI-H82	SIDM01131	SCLC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	3.77868	0.969142	0.044491	-0.3448
GDSC2	343	15961496	688058	NCI-H2052	SIDM00713	MESO	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	4.394263	0.947411	0.082795	0.129096
GDSC2	343	15961777	688086	SK-N-DZ	SIDM01100	NB	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	2.583588	0.907315	0.108837	-1.264822
GDSC2	343	15962057	688087	SK-N-FI	SIDM01099	NB	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	4.429107	0.961881	0.087854	0.155921
GDSC2	343	15962227	688121	VA-ES-BJ	SIDM01179	UNCLASSIFIED	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	4.669061	0.950382	0.044886	0.340645
GDSC2	343	15962508	713869	VMRC-LCD	SIDM00320	LUAD	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	5.460421	0.974555	0.036326	0.949861
GDSC2	343	15962785	713878	LU-139	SIDM00293	SCLC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	3.605989	0.943029	0.073656	-0.477743
GDSC2	343	15963021	713880	SBC-5	SIDM00368	SCLC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	3.674754	0.963072	0.109606	-0.424806
GDSC2	343	15963300	713885	SBC-1	SIDM00365	SCLC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	4.140397	0.955793	0.050796	-0.066338
GDSC2	343	15963481	713899	LU-135	SIDM00294	SCLC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	3.560316	0.949236	0.055646	-0.512904
GDSC2	343	15963760	717431	SK-N-SH	SIDM01098	NB	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	3.269272	0.915326	0.046486	-0.73696
GDSC2	343	15963928	722045	NCI-H2030	SIDM00715	LUAD	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	4.657702	0.950235	0.074803	0.331901
GDSC2	343	15964110	722046	NCI-H2122	SIDM00702	LUAD	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	3.659032	0.959551	0.098757	-0.436909
GDSC2	343	15964389	722058	NCI-H1734	SIDM00739	LUAD	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	3.082533	0.946581	0.076143	-0.880717
GDSC2	343	15964570	722066	NCI-H650	SIDM01124	LUAD	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	5.119205	0.984996	0.072508	0.687181
GDSC2	343	15964849	724812	T24	SIDM01184	BLCA	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	5.993218	0.986349	0.09064	1.360026
GDSC2	343	15965030	724825	NCI-H929	SIDM01148	MM	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	3.72754	0.968267	0.090769	-0.38417
GDSC2	343	15965310	724828	SK-N-AS	SIDM01101	NB	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	4.778457	0.959271	0.107224	0.424862
GDSC2	343	15965592	724831	NCI-H1299	SIDM00649	UNCLASSIFIED	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	5.59247	0.975708	0.038454	1.051517
GDSC2	343	15965874	724834	NCI-H2087	SIDM00708	LUAD	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	4.516774	0.943975	0.115398	0.22341
GDSC2	343	15966156	724838	UM-UC-3	SIDM01182	BLCA	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	5.335613	0.981628	0.039086	0.85378
GDSC2	343	15966326	724839	SW756	SIDM01174	CESC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	5.705	0.966734	0.05088	1.138146
GDSC2	343	15966607	724855	NCI-H727	SIDM01119	UNCLASSIFIED	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	4.817786	0.945223	0.135067	0.455139
GDSC2	343	15966889	724859	Calu-6	SIDM00921	LUAD	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	4.357745	0.933527	0.087555	0.100984
GDSC2	343	15967169	724863	LU-65	SIDM00547	UNCLASSIFIED	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	6.278453	0.976944	0.060754	1.57961
GDSC2	343	15967451	724866	NCI-H1355	SIDM00645	LUAD	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	5.522333	0.956621	0.055904	0.997523
GDSC2	343	15967733	724868	NCI-H1792	SIDM00771	LUAD	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	4.339854	0.975118	0.046906	0.087211
GDSC2	343	15968013	724869	HPAF-II	SIDM00669	PAAD	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	4.679069	0.947659	0.097718	0.34835
GDSC2	343	15968262	724870	MIA-PaCa-2	SIDM00505	PAAD	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.009766	10	4.818417	0.974567	0.067971	0.455624
GDSC2	343	15968543	724872	SHP-77	SIDM01078	SCLC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	3.7716	0.965411	0.058554	-0.350251
GDSC2	343	15968825	724873	NCI-H2009	SIDM00756	LUAD	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	3.708488	0.93134	0.058214	-0.398836
GDSC2	343	15968992	724874	NCI-H2291	SIDM00728	LUAD	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	6.652937	0.965667	0.053082	1.8679
GDSC2	343	15969174	724878	SW1573	SIDM01163	LUAD	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	5.300527	0.950762	0.061058	0.826769
GDSC2	343	15969454	735784	TE-5	SIDM00347	ESCA	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	5.824825	0.980987	0.063024	1.230391
GDSC2	343	15969736	749709	HCC1954	SIDM00872	BRCA	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.009766	10	4.017502	0.965489	0.065072	-0.160947
GDSC2	343	15970021	749710	HCC1143	SIDM00866	BRCA	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.009766	10	5.307956	0.970266	0.075734	0.832488
GDSC2	343	15970305	749711	HCC1187	SIDM00885	BRCA	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.009766	10	4.459187	0.975938	0.084597	0.179077
GDSC2	343	15970589	749712	HCC1395	SIDM00884	BRCA	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.009766	10	3.496354	0.925709	0.070984	-0.562144
GDSC2	343	15970764	749713	HCC1599	SIDM00877	BRCA	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.009766	10	4.608563	0.952577	0.075019	0.294072
GDSC2	343	15970951	749714	HCC1937	SIDM00874	BRCA	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.009766	10	5.936759	0.977789	0.06811	1.316562
GDSC2	343	15971236	749715	HCC2157	SIDM00774	BRCA	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.009766	10	4.6669	0.987304	0.069299	0.338982
GDSC2	343	15971503	749716	HCC2218	SIDM00772	BRCA	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	4.261175	0.977064	0.100131	0.026641
GDSC2	343	15971682	749717	HCC38	SIDM00675	BRCA	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.009766	10	6.136998	0.982532	0.039939	1.470713
GDSC2	343	15971966	753531	BB30-HNC	SIDM00172	HNSC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	3.012676	0.94322	0.049963	-0.934496
GDSC2	343	15972145	753532	BB49-HNC	SIDM00174	HNSC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	4.397624	0.950565	0.087923	0.131684
GDSC2	343	15972374	753533	BB65-RCC	SIDM00191	KIRC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	4.831212	0.978	0.145685	0.465474
GDSC2	343	15972553	753534	BEN	SIDM00990	UNCLASSIFIED	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	5.979383	0.973175	0.09374	1.349376
GDSC2	343	15972733	753535	BHY	SIDM00986	HNSC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	5.247183	0.974754	0.053661	0.785703
GDSC2	343	15972915	753538	Ca9-22	SIDM00489	HNSC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	4.544524	0.970039	0.031248	0.244772
GDSC2	343	15973197	753539	CADO-ES1	SIDM00961	UNCLASSIFIED	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	2.069827	0.876486	0.075954	-1.660333
GDSC2	343	15973476	753540	CAL-12T	SIDM00939	UNCLASSIFIED	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	5.718445	0.985397	0.02504	1.148497
GDSC2	343	15973658	753541	CAL-33	SIDM00942	HNSC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	3.779915	0.95071	0.058921	-0.343849
GDSC2	343	15973937	753545	CP50-MEL-B	SIDM00175	SKCM	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	5.622558	0.989276	0.034832	1.074679
GDSC2	343	15974117	753546	CP66-MEL	SIDM00190	SKCM	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	6.38503	0.982923	0.043539	1.661656
GDSC2	343	15974376	753547	CPC-N	SIDM00953	SCLC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	3.484266	0.951182	0.051801	-0.57145
GDSC2	343	15974657	753548	CTV-1	SIDM00951	LAML	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	3.22375	0.97377	0.044002	-0.772003
GDSC2	343	15974935	753549	D-542MG	SIDM00207	GBM	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	4.659654	0.948666	0.101573	0.333404
GDSC2	343	15975115	753551	DMS-79	SIDM00524	SCLC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	1.609229	0.831169	0.167088	-2.014917
GDSC2	343	15975374	753552	DSH1	SIDM00970	BLCA	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	4.918581	0.967114	0.05824	0.532734
GDSC2	343	15975656	753554	EBC-1	SIDM00486	LUSC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	4.300568	0.948715	0.083037	0.056967
GDSC2	343	15975937	753555	EC-GI-10	SIDM00278	ESCA	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	4.018209	0.957897	0.080694	-0.160403
GDSC2	343	15976218	753556	EPLC-272H	SIDM01044	LUSC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	4.586457	0.960047	0.088188	0.277054
GDSC2	343	15976497	753558	HA7-RCC	SIDM00188	KIRC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	5.112898	0.971838	0.045373	0.682326
GDSC2	343	15976754	753559	HCE-4	SIDM00052	ESCA	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	4.350164	0.978073	0.046271	0.095148
GDSC2	343	15976936	753561	HO-1-u-1	SIDM00591	HNSC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	5.526793	0.982925	0.158615	1.000956
GDSC2	343	15977106	753562	HSC-2	SIDM00590	HNSC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	4.103633	0.968102	0.092818	-0.09464
GDSC2	343	15977386	753563	IM-9	SIDM00632	MM	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	1.706016	0.864468	0.129073	-1.940406
GDSC2	343	15977666	753564	IST-SL1	SIDM00223	SCLC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	3.283865	0.966698	0.100552	-0.725725
GDSC2	343	15977848	753565	IST-SL2	SIDM00230	SCLC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	2.531378	0.884367	0.114107	-1.305015
GDSC2	343	15978118	753566	J82	SIDM00693	BLCA	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	4.945742	0.964199	0.073949	0.553644
GDSC2	343	15978399	753569	KNS-62	SIDM00606	LUSC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	4.187999	0.955723	0.08433	-0.029692
GDSC2	343	15978679	753570	KOSC-2	SIDM00603	HNSC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	4.290808	0.973054	0.027808	0.049453
GDSC2	343	15978861	753572	KP-4	SIDM00301	PAAD	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.009766	10	4.016762	0.970822	0.076458	-0.161516
GDSC2	343	15979143	753573	KYSE-140	SIDM01032	ESCA	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	5.09433	0.979169	0.056505	0.668032
GDSC2	343	15979423	753574	KYSE-410	SIDM01028	ESCA	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	6.005859	0.962269	0.077593	1.369758
GDSC2	343	15979704	753575	KYSE-520	SIDM01025	ESCA	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	6.106305	0.96225	0.064922	1.447084
GDSC2	343	15979985	753576	KYSE-70	SIDM01024	ESCA	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	5.093741	0.961655	0.068273	0.667578
GDSC2	343	15980265	753577	LB1047-RCC	SIDM00187	KIRC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	5.540696	0.971291	0.079805	1.01166
GDSC2	343	15980445	753578	LB2241-RCC	SIDM00186	KIRC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	5.109206	0.968215	0.035219	0.679484
GDSC2	343	15980624	753579	LB2518-MEL	SIDM00185	SKCM	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	5.650862	0.986551	0.061758	1.096469
GDSC2	343	15980803	753581	LB373-MEL-D	SIDM00184	SKCM	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	4.356777	0.969875	0.076428	0.100239
GDSC2	343	15980983	753582	LB647-SCLC	SIDM00183	SCLC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	3.991151	0.966449	0.083686	-0.181233
GDSC2	343	15981165	753583	LB771-HNC	SIDM00182	HNSC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	4.824215	0.959289	0.097626	0.460088
GDSC2	343	15981446	753584	LB831-BLC	SIDM00181	BLCA	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	5.72234	0.984219	0.04136	1.151495
GDSC2	343	15981728	753585	LB996-RCC	SIDM00180	KIRC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	3.970253	0.931492	0.09496	-0.197321
GDSC2	343	15982009	753586	LCLC-103H	SIDM00345	UNCLASSIFIED	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	5.459323	0.973377	0.064299	0.949016
GDSC2	343	15982289	753588	LU-134-A	SIDM00296	SCLC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	2.120178	0.866608	0.094061	-1.621571
