V1,8359018054_R03C01,8359018053_R04C02,8221932075_R03C02,8221924165_R04C02,7970368131_R04C02,8221924068_R01C01,7970376007_R06C02,8221924165_R06C01,7970368089_R03C01,7796806034_R02C02,7973201120_R05C02,7970376031_R02C01,8795207004_R05C01,7878191025_R03C01,7970376020_R03C01,8221924155_R01C01,7878191015_R05C02,7878191015_R04C01,7878191127_R06C02,7878191011_R06C02,5975827037_R06C01,5975827051_R02C02,8363800206_R03C02,6055424072_R03C02,6055424074_R05C01,8221932074_R04C01,7970376015_R05C02,8221932016_R04C02,8221924165_R05C02,8359018100_R01C01,8221932019_R06C01,8221924140_R04C02,8221932019_R02C02,7970376031_R01C02,8359026005_R06C02,7796806054_R04C01,7878191035_R06C02,7878191035_R06C01,8221924127_R01C02,8221932050_R05C02,7878191054_R02C01,7878191035_R03C02,7786923095_R03C01,7970368027_R02C01,7970368089_R03C02,8221924068_R04C02,7878191064_R01C01,8221916145_R04C02,8359026012_R04C02,8221932050_R01C02,8221924120_R02C01,8221924165_R04C01,8359018100_R04C01,7878191026_R02C01,7878191026_R02C02,7970368157_R02C02,8221932016_R05C02,7878191001_R02C01,7970368027_R01C02,8359018054_R01C01,8221932019_R06C02,7970376038_R01C01,8359018054_R06C01,7878191054_R05C01,8359026011_R02C02,7970376020_R02C02,7878191026_R03C02,8359026011_R04C01,8221916145_R03C02,8221924118_R04C01,8359018112_R05C01,7878191001_R05C01,7970368157_R06C02,7973201119_R06C01,7970376031_R06C01,7970368119_R02C02,8221924155_R04C01,8221924047_R04C01,8221924003_R02C01,7878191037_R01C01,8221924055_R02C02,8221924128_R02C02,8221916070_R06C01,8359026012_R02C01,8363800233_R05C02,7878191034_R03C02,7878191011_R05C02,7970376038_R03C02,7878191029_R04C02,7878191083_R03C01,8221932055_R04C01,8221924127_R06C01,7878191037_R01C02,8359026017_R01C02,8359026029_R04C02,8221932009_R03C01,9297962143_R06C01,9297962143_R01C02,9297962143_R03C01,5723654015_R02C02
chr10:135238430-135238747,0.601188284,0.87312215,0.706855972,0.640316598,0.590471321,0.50688363,0.49384718,0.482951067,0.546906506,0.604655289,0.591366994,0.896421411,0.438394483,0.887213436,0.71601053,0.659612906,0.803704937,0.776853066,0.887558009,0.502712577,0.847035293,0.867906139,0.880892921,0.711375609,0.82817219,0.879304118,0.568639471,0.494767462,0.847564431,0.803516183,0.565645616,0.598472396,0.605310071,0.521686053,0.846702223,0.838873926,0.739271594,0.646433516,0.810224712,0.666208895,0.541931113,0.563047544,0.547440938,0.849069458,0.890503065,0.733123303,0.65533456,0.562652094,0.907581686,0.892526376,0.651182152,0.57316324,0.606737127,0.869251047,0.653681423,0.616517493,0.654772062,0.761072017,0.482693544,0.468411183,0.458665168,0.63862622,0.606480448,0.752417891,0.635173419,0.792601583,0.853354782,0.67974699,0.477292543,0.62853237,0.462969156,0.864331917,0.654146093,0.504485575,0.639373707,0.844508131,0.58695265,0.617155251,0.86411414,0.663134436,0.640383695,0.450765348,0.719046258,0.676979963,0.754555198,0.56163112,0.874898205,0.871929342,0.480734792,0.867817374,0.47337849,0.918664728,0.561523854,0.733232534,0.734633071,0.592844469,0.585501296,0.877798395,0.848328321,0.836747806
chr10:13628789-13629266,0.282074635,0.315641381,0.207945176,0.260421721,0.23367335,0.17205423,0.24525671,0.15909847,0.214633071,0.201501316,0.28924381,0.237317748,0.271549048,0.300059624,0.24405601,0.167261795,0.22528158,0.271240432,0.295271374,0.162248223,0.307430062,0.273027179,0.259116157,0.177028228,0.301951676,0.223201675,0.242143848,0.209982567,0.174231103,0.238856893,0.215232076,0.208994054,0.172912956,0.180817082,0.25503389,0.234551635,0.132084115,0.265945541,0.239481227,0.163162557,0.292443082,0.208569735,0.165349033,0.217952051,0.187565252,0.282760274,0.243753681,0.195741161,0.418653271,0.317927735,0.224319364,0.175684349,0.208407844,0.32669098,0.291809767,0.251286918,0.278760886,0.296804558,0.138510269,0.252021741,0.189634419,0.207756155,0.232264416,0.279440977,0.254055895,0.185801211,0.317738322,0.340038258,0.244986139,0.255943988,0.212038776,0.193300852,0.17866748,0.246378951,0.272153164,0.26500961,0.228528257,0.246319358,0.261717206,0.15881042,0.220839726,0.122261478,0.278475048,0.237072426,0.266357257,0.122118045,0.222581148,0.145223328,0.204546195,0.237957941,0.198170907,0.218520755,0.206360778,0.225904143,0.244790769,0.246471934,0.16988291,0.365794615,0.308385139,0.309504146
chr10:16561604-16563822,0.561107505,0.876690821,0.475902421,0.449463608,0.877122549,0.475825402,0.506974956,0.679499416,0.524895313,0.613419395,0.696764124,0.701595503,0.482074191,0.900436262,0.382879035,0.627862408,0.905636264,0.796895642,0.89370665,0.743354119,0.895677483,0.826502635,0.893208237,0.324961071,0.8966945,0.870170779,0.758399052,0.606843823,0.495872752,0.841769491,0.660251689,0.446867719,0.746899887,0.833185568,0.891103332,0.887265217,0.757648313,0.846877836,0.672065813,0.511119674,0.798128417,0.637073167,0.687879437,0.826565677,0.904759922,0.87815732,0.89172169,0.664643419,0.893789694,0.897911832,0.582737466,0.466504875,0.780477769,0.884496447,0.443608169,0.828662103,0.477759317,0.84476041,0.608939016,0.610339376,0.779669767,0.742703399,0.488879921,0.864478013,0.593484166,0.502986681,0.816827771,0.839794734,0.525944271,0.56608972,0.708351891,0.785302772,0.782655859,0.876903832,0.882266896,0.722951696,0.602633403,0.609116555,0.882433933,0.636292739,0.716730865,0.872841502,0.87054843,0.746565163,0.882169955,0.767071152,0.76052226,0.8131745,0.523959143,0.356777545,0.51743916,0.750129842,0.852485825,0.569324994,0.861307031,0.736486577,0.315349374,0.86969708,0.702646566,0.831968163
chr10:17495407-17496721,0.468713826,0.420533234,0.767071268,0.499401991,0.487496218,0.362719744,0.398153844,0.244244438,0.677929996,0.44812312,0.241021125,0.404983267,0.348446192,0.199071449,0.445797747,0.422973789,0.342792149,0.607093269,0.593489594,0.454531023,0.289867915,0.367346686,0.455423521,0.566099333,0.847609189,0.588348914,0.462945979,0.324141427,0.649182275,0.628285355,0.277670123,0.469595725,0.299861364,0.393166383,0.724838919,0.150442443,0.40063082,0.695841296,0.557274954,0.431133475,0.386614577,0.226653975,0.423564508,0.499481803,0.885760135,0.587041822,0.480820143,0.415822803,0.779022552,0.876595734,0.556422946,0.383725817,0.406861044,0.614597771,0.265014095,0.382478606,0.558938444,0.513577112,0.226304138,0.408107353,0.296832858,0.410777979,0.401579034,0.410610996,0.443959588,0.706037945,0.749506669,0.554024924,0.31930435,0.418686754,0.426748503,0.727285976,0.424257366,0.430553778,0.451233838,0.514536313,0.446450012,0.427409089,0.836959037,0.735461107,0.779435033,0.422994338,0.422053369,0.637253123,0.393179429,0.604305076,0.280227658,0.240238281,0.121228482,0.216218481,0.432691689,0.403294236,0.653400208,0.397276399,0.577376427,0.421432582,0.379038124,0.648806916,0.307019961,0.433505555
chr10:23727836-23729523,0.249336813,0.211292893,0.094248415,0.301979186,0.186239321,0.224631476,0.230115998,0.269258709,0.166886807,0.232908602,0.224287495,0.155282825,0.239708769,0.292657435,0.211505451,0.223108727,0.267401322,0.123435638,0.235888861,0.231702871,0.292154414,0.319539515,0.161735767,0.122829187,0.264277524,0.34246256,0.194370569,0.237476364,0.163876789,0.233065473,0.172407045,0.193130812,0.231036709,0.116926593,0.267637044,0.590803339,0.20574946,0.251217862,0.271351171,0.167006848,0.186305915,0.234298584,0.288133557,0.217300793,0.182251188,0.183444368,0.267712923,0.166190914,0.356019517,0.358720898,0.241362661,0.190023888,0.13423065,0.424227751,0.178967476,0.202987176,0.129266312,0.302741397,0.145981655,0.156539325,0.115734971,0.187092284,0.143600527,0.263251801,0.201914614,0.181131665,0.272858017,0.190836307,0.262061277,0.243764161,0.246268639,0.239549193,0.213429415,0.194063436,0.22336689,0.21188629,0.092994417,0.111754253,0.203748933,0.219831166,0.171479826,0.206866482,0.153690279,0.235313414,0.227738525,0.204212943,0.20143301,0.178088347,0.163819773,0.21718394,0.109478813,0.104897677,0.115689321,0.167352547,0.157735452,0.210779667,0.134575259,0.319513732,0.442820437,0.220987035
chr10:26986142-26987088,0.345742507,0.319542598,0.292180036,0.293380035,0.347764718,0.323742398,0.350014268,0.27127298,0.348868387,0.345152392,0.343971639,0.323995029,0.348669856,0.365392909,0.356842464,0.348086306,0.349100618,0.304479721,0.32087124,0.317168345,0.365792383,0.356436953,0.326216378,0.298709707,0.331968231,0.322555477,0.294677958,0.353204742,0.286434036,0.340615654,0.29642531,0.319012465,0.301604264,0.311952563,0.354890825,0.336464364,0.312723089,0.306204323,0.330879641,0.322565551,0.299389202,0.333794235,0.290205476,0.346174439,0.318568358,0.349900842,0.345532887,0.334142037,0.356716475,0.387595751,0.359947164,0.293888387,0.294287639,0.401812596,0.313863158,0.355456842,0.299834245,0.352756837,0.308768488,0.293045412,0.28242179,0.327663607,0.349670822,0.323288726,0.327709784,0.332929781,0.367470357,0.396159645,0.345173344,0.326288898,0.358198084,0.318435707,0.305671392,0.337764523,0.335755883,0.340811487,0.332469763,0.296945141,0.335349614,0.27734268,0.316336842,0.288973221,0.344304434,0.345103437,0.338291714,0.294922914,0.314613436,0.323477291,0.315241532,0.349044446,0.333620668,0.343348589,0.295262244,0.338823675,0.352442978,0.342339489,0.252673842,0.342167099,0.360896423,0.345817387
chr10:27149166-27150229,0.319401742,0.246585881,0.309349777,0.324261269,0.282252288,0.259008687,0.247983681,0.248356483,0.303055281,0.239743388,0.317422305,0.342299436,0.314337168,0.320997997,0.354993935,0.360367232,0.347268884,0.339656275,0.364259675,0.250933477,0.39174548,0.377337251,0.303026025,0.245811948,0.342455494,0.176328464,0.287873939,0.311207489,0.200726318,0.2479732,0.229790387,0.224132931,0.260237527,0.327207941,0.374533698,0.30492165,0.332420182,0.291929319,0.138203676,0.141203142,0.326796047,0.245412404,0.26707608,0.278241203,0.327889972,0.294700274,0.262681477,0.313041314,0.385645896,0.351708945,0.290243174,0.209266521,0.342307851,0.275052368,0.180871783,0.231136166,0.267863651,0.385802862,0.290311579,0.292742134,0.334772202,0.2895594,0.344167456,0.348005262,0.277207356,0.231911751,0.206477657,0.264273505,0.29201826,0.317188647,0.36286477,0.223847503,0.219658353,0.250572099,0.251809253,0.317751999,0.200698599,0.290132772,0.365546053,0.195158034,0.259383597,0.286894569,0.380302206,0.250689899,0.221828028,0.322083257,0.304461308,0.264263442,0.212264389,0.21044119,0.282902206,0.319698438,0.310082225,0.260651693,0.354771515,0.255768651,0.225302541,0.391742428,0.368677752,0.338652714
chr10:27530938-27531363,0.239544886,0.278367223,0.158129632,0.272851494,0.175288514,0.136645351,0.252851773,0.125888027,0.154897207,0.20144244,0.20645656,0.219908606,0.186348869,0.219756972,0.212496862,0.232039791,0.231465642,0.223124823,0.229432086,0.17123811,0.20680458,0.162403818,0.168513454,0.236563651,0.180342882,0.262041302,0.230220142,0.183999885,0.180809087,0.204185807,0.227898238,0.186269169,0.170425106,0.185262227,0.212430417,0.209337155,0.171875569,0.150784733,0.157578416,0.15374907,0.210102963,0.161671634,0.165661812,0.228748458,0.193691953,0.198541145,0.167635049,0.21952225,0.203693793,0.203429392,0.24094597,0.217036767,0.22421662,0.207329208,0.155756343,0.232819638,0.166770768,0.1638433,0.166065875,0.260268194,0.173799591,0.225712548,0.276705433,0.229414495,0.200398102,0.240918763,0.174240736,0.22440616,0.228096261,0.207326412,0.223555997,0.147031935,0.165171198,0.181943394,0.222641184,0.146506417,0.176494819,0.160625208,0.227377453,0.14274813,0.249082429,0.168099359,0.254176543,0.183248807,0.161835062,0.218433699,0.19602271,0.22346521,0.130728195,0.170314922,0.244902622,0.192841459,0.176883612,0.173392055,0.205913465,0.152782399,0.14562295,0.264935691,0.184553774,0.17811709
chr10:3108650-3111419,0.228953091,0.401742903,0.250599302,0.326288634,0.315301133,0.201691637,0.243784778,0.185544516,0.171747006,0.197373224,0.184407748,0.313451865,0.235292441,0.384790235,0.310623309,0.281928686,0.301130847,0.3593057,0.334199141,0.295502042,0.294251442,0.317224138,0.174149376,0.19057552,0.414217761,0.39536911,0.302126688,0.192750646,0.179866389,0.430709296,0.188106674,0.214511409,0.228831212,0.176233718,0.404254557,0.334598758,0.261471433,0.28085879,0.369314329,0.221411595,0.24664591,0.303172721,0.261514309,0.465122724,0.214731317,0.210427206,0.302101223,0.284767808,0.54546158,0.406213243,0.249027363,0.192350236,0.31274654,0.549751528,0.25853679,0.454877914,0.191266024,0.400498394,0.141605288,0.238390873,0.139171936,0.252809648,0.394138255,0.458326418,0.254531171,0.183561668,0.458733992,0.249986881,0.229633726,0.217905095,0.221005666,0.397469893,0.326251136,0.227104303,0.491942451,0.428440955,0.171381622,0.210829683,0.344069201,0.207856469,0.167698137,0.167352428,0.333484773,0.262591709,0.33162156,0.24045001,0.520129487,0.483266913,0.130851415,0.189503262,0.206177186,0.185680583,0.236485044,0.416368678,0.240358307,0.431054257,0.162445979,0.488277397,0.546849564,0.311641677
chr10:3214721-3215260,0.29709624,0.225590136,0.298972191,0.343781445,0.234570126,0.275777246,0.259151979,0.303186353,0.289983638,0.367616629,0.200707582,0.318995347,0.330073255,0.315056977,0.339522255,0.259047429,0.270328811,0.268209738,0.290461508,0.281064066,0.296943897,0.345068066,0.299810346,0.277723897,0.270776885,0.428522201,0.37581937,0.318731538,0.310159359,0.329762184,0.319747129,0.330251591,0.304844625,0.300032164,0.333889233,0.29533437,0.280998595,0.268027973,0.345688409,0.3329965,0.321246001,0.301057022,0.259584927,0.299156114,0.244390324,0.326457538,0.340633786,0.288706236,0.388802394,0.379404692,0.288244859,0.299034874,0.301835071,0.398473531,0.228244075,0.352787776,0.322874296,0.299389679,0.253984031,0.307042746,0.200653246,0.216654421,0.349416246,0.296335982,0.370535271,0.33619473,0.236703448,0.351596833,0.333635864,0.277818942,0.315760162,0.365111648,0.316162543,0.243426511,0.256902139,0.332005312,0.299439963,0.266188681,0.284465505,0.193681164,0.330253174,0.192682921,0.271796304,0.244537802,0.306139478,0.228613237,0.33213852,0.22797559,0.305209141,0.324523435,0.265479784,0.295848339,0.260258736,0.258558187,0.293387549,0.27083274,0.303167668,0.316368776,0.445136122,0.31823384
chr10:35378834-35379632,0.150754858,0.165232169,0.136905719,0.146436341,0.134310953,0.136962414,0.151719785,0.134784163,0.136761078,0.143404277,0.134432783,0.148229888,0.157203263,0.159460286,0.143909129,0.136557963,0.143964068,0.142508186,0.150131948,0.15127211,0.151222899,0.145872467,0.161158879,0.131064307,0.147452409,0.089414673,0.147234073,0.136316447,0.145724108,0.142205923,0.127092753,0.144444336,0.154418294,0.124063758,0.153110711,0.137591936,0.154140128,0.140413958,0.118970398,0.135359839,0.157643173,0.153980243,0.126587205,0.150210101,0.147689367,0.140910311,0.143225281,0.143993631,0.177793307,0.150567689,0.143981741,0.130456753,0.148056109,0.186553549,0.140305119,0.153265613,0.133928986,0.146277049,0.112656784,0.15685256,0.145695866,0.144989711,0.149538185,0.147451337,0.161516377,0.141715941,0.138034684,0.167439787,0.131388933,0.142049286,0.147477277,0.139694917,0.143311829,0.145030468,0.153221584,0.142917543,0.146512573,0.070562865,0.159681253,0.135326435,0.142338401,0.145009346,0.153519691,0.154054007,0.152983395,0.145642089,0.155288342,0.143818275,0.109265101,0.147226592,0.146069425,0.163225189,0.137230239,0.125692639,0.12511589,0.144196224,0.131428739,0.14358548,0.202040605,0.169421632
chr10:44879714-44882391,0.412866737,0.645696801,0.549013446,0.580767281,0.570277502,0.181339496,0.22389658,0.303319359,0.454064976,0.356851282,0.507831426,0.653077326,0.471078009,0.766875256,0.530663936,0.49192179,0.621706981,0.74609865,0.680867533,0.374527269,0.786836513,0.53320962,0.352760012,0.679558464,0.745958366,0.582609044,0.24891936,0.396453603,0.547169844,0.615475496,0.30797678,0.733538487,0.245179046,0.226408361,0.767658583,0.736239956,0.478855512,0.614951704,0.579119847,0.505850596,0.367210651,0.387991943,0.583306355,0.779384466,0.703419165,0.821003862,0.436592643,0.434560356,0.819496584,0.788581907,0.514498371,0.423644535,0.7527184,0.693655232,0.500341747,0.763353907,0.604733263,0.640013379,0.164746789,0.477534407,0.411768538,0.511142365,0.388715091,0.492466852,0.74541684,0.384457907,0.793057877,0.612613111,0.374423542,0.405362283,0.482813358,0.549247199,0.381645519,0.274490475,0.524513394,0.648127429,0.450378617,0.441982493,0.515819489,0.454937141,0.323570357,0.171495881,0.530487416,0.558013306,0.62233166,0.591675024,0.437857735,0.542768814,0.312929902,0.309784108,0.390956619,0.647252455,0.337755521,0.63151639,0.622088403,0.364095485,0.652652599,0.658547817,0.702990889,0.552643414
chr10:46762450-46763143,0.155327716,0.108308966,0.070611984,0.273909708,0.077204397,0.122096287,0.10346316,0.089425978,0.076280609,0.084758238,0.12010784,0.097832509,0.127048284,0.167877215,0.114221607,0.200472747,0.13049456,0.100298795,0.136112117,0.093438185,0.136769542,0.131588078,0.097669945,0.080513468,0.136363718,0.162190751,0.143862924,0.107165219,0.241138458,0.093747819,0.099160693,0.096387657,0.102974592,0.082249037,0.093289976,0.084490906,0.092348618,0.084688477,0.124742197,0.097049857,0.122011347,0.084923422,0.062860252,0.08329672,0.107045511,0.098587008,0.106102141,0.072083088,0.310136282,0.220422182,0.082029517,0.095375514,0.103482613,0.219963475,0.135570678,0.099654671,0.084826961,0.186393987,0.074537892,0.225079681,0.087123189,0.077713674,0.274071682,0.110252816,0.127053797,0.103119511,0.111712271,0.291592099,0.148657807,0.151455885,0.132001516,0.080454048,0.092653626,0.077825473,0.070537598,0.072658263,0.080565361,0.108497055,0.097991866,0.073147477,0.070485335,0.085106556,0.127779385,0.079442188,0.102957521,0.121524399,0.088046367,0.07717052,0.082638543,0.103480838,0.084336181,0.08297557,0.088374362,0.091285447,0.109785405,0.097334478,0.300908259,0.147927518,0.329750134,0.13316544
chr10:48389019-48389375,0.66769923,0.70083506,0.293831246,0.295402514,0.738192071,0.366829649,0.600111841,0.409168198,0.628377922,0.62143168,0.430970036,0.733700297,0.687422286,0.643875057,0.539637951,0.782890267,0.615733926,0.720058347,0.754702921,0.507957127,0.766931498,0.739673259,0.68458353,0.499905232,0.641946663,0.273097172,0.408216936,0.67693342,0.557740878,0.545360057,0.160329486,0.518643322,0.210052664,0.572011405,0.788615202,0.49636506,0.717665994,0.559657786,0.250678028,0.1672671,0.752321238,0.636268955,0.52401963,0.540871033,0.458381992,0.61329925,0.752125155,0.604559392,0.539169828,0.709692926,0.563186023,0.430797598,0.789172345,0.415658504,0.461616997,0.685273469,0.486804636,0.685329849,0.486995732,0.801704208,0.386421915,0.594179219,0.264818522,0.783459517,0.668825801,0.475022474,0.5543627,0.72558517,0.416268134,0.670566015,0.68726694,0.500335473,0.395379939,0.604224618,0.7127606,0.488665864,0.594003166,0.517520703,0.619542111,0.514779664,0.52587312,0.333312257,0.700401466,0.646834398,0.444797712,0.712312386,0.543485055,0.22251596,0.2435884,0.462270537,0.585235981,0.698724921,0.684021575,0.707677959,0.782494784,0.31974623,0.233786244,0.73183742,0.43813856,0.736976574
chr10:5454431-5454779,0.293805583,0.29502612,0.313864857,0.295727535,0.3022827,0.295529481,0.265122169,0.250840116,0.301531067,0.29738425,0.307237306,0.332818732,0.267027322,0.33470014,0.327078747,0.297223974,0.307132322,0.281803841,0.366416736,0.311361015,0.3343783,0.290695773,0.311054605,0.292230623,0.316076765,0.236777514,0.308913551,0.303062748,0.312370014,0.300670039,0.289499888,0.272302639,0.25426272,0.28884653,0.32534947,0.879052405,0.303535436,0.287161559,0.268072193,0.276651818,0.310972058,0.299543439,0.254421103,0.320827773,0.325475206,0.321162366,0.313888756,0.285497769,0.320363118,0.300270067,0.300582124,0.302117752,0.309070483,0.411088621,0.278921677,0.289046566,0.306676593,0.307878791,0.307095693,0.332593468,0.306934645,0.290941189,0.304598435,0.310472919,0.291833391,0.32144515,0.293612907,0.318260741,0.289034317,0.272634406,0.316870026,0.304547681,0.296708174,0.320199655,0.287667346,0.283201865,0.291326033,0.313579875,0.299105928,0.253595324,0.307020181,0.317340491,0.315443264,0.287555174,0.276061863,0.320801654,0.318739509,0.288097246,0.275325057,0.355565009,0.281305168,0.313049489,0.288279516,0.332938891,0.297170618,0.295996152,0.289318675,0.312617273,0.350924126,0.364389533
chr10:58121059-58121275,0.085442479,0.088747141,0.072930684,0.088138219,0.081801931,0.075464528,0.08006091,0.076602387,0.066812333,0.072013557,0.078478833,0.078844287,0.076623005,0.109359432,0.074843589,0.093912213,0.084145167,0.072353903,0.082497676,0.070235815,0.090954551,0.083446772,0.087752012,0.071414724,0.081681408,0.079671444,0.080472177,0.082641482,0.077795336,0.080578212,0.074861264,0.07561669,0.078335618,0.070292063,0.084564411,0.069129409,0.076386382,0.055440227,0.067634356,0.067810086,0.07745472,0.071068798,0.063915791,0.080356842,0.090861762,0.079497781,0.087769797,0.070649815,0.076423837,0.091545778,0.076862882,0.073913028,0.089540215,0.096823544,0.078738098,0.078605293,0.071890759,0.088333365,0.07214206,0.084650309,0.085656894,0.078790518,0.086385189,0.076596279,0.073975644,0.07261905,0.089618623,0.091454632,0.061532059,0.07511541,0.076163524,0.065226114,0.068718806,0.076136447,0.077565026,0.070466152,0.079165681,0.100770504,0.077269042,0.075374638,0.07097572,0.080937266,0.078937206,0.097567241,0.075691408,0.079045365,0.074427673,0.074666202,0.076230073,0.079666251,0.071067063,0.079162085,0.075757934,0.079788375,0.088032399,0.067955425,0.075413323,0.095310932,0.085544889,0.087800994
chr10:60272467-60273456,0.409951708,0.36608276,0.375959422,0.409732952,0.520626945,0.174682083,0.372371423,0.344975583,0.300665655,0.429590635,0.416725248,0.561457174,0.284529821,0.773411552,0.429593101,0.496602401,0.589915066,0.432299516,0.722047447,0.442016077,0.763600414,0.584424215,0.227904076,0.336057943,0.720982675,0.482902627,0.374768137,0.412294233,0.360677463,0.3653763,0.346406728,0.318143086,0.254079017,0.327989576,0.299026119,0.523465431,0.464333801,0.608388746,0.608737638,0.3225263,0.368527587,0.419707408,0.753098217,0.850721426,0.903245055,0.248581052,0.394338353,0.320740823,0.791373198,0.722100402,0.322858209,0.376952004,0.871106648,0.732661664,0.589941219,0.683098073,0.368041164,0.355460923,0.298797412,0.432990407,0.237064065,0.443556555,0.415718843,0.867896087,0.444239593,0.378756136,0.616974637,0.780120866,0.27666422,0.341631586,0.447578468,0.406780866,0.429839244,0.371662487,0.336201668,0.313207344,0.388679792,0.240984506,0.470168226,0.140559456,0.323284375,0.175151332,0.534588254,0.471920862,0.36672877,0.599698155,0.466861146,0.424412915,0.250296213,0.468559634,0.262610184,0.387436348,0.567533886,0.489903697,0.232042655,0.514189658,0.283826206,0.683856854,0.630822903,0.430805723
chr10:72200065-72201368,0.535814946,0.634610907,0.515638811,0.489768808,0.750227221,0.392935172,0.6426971,0.463377003,0.701726016,0.492179445,0.579703151,0.742384975,0.58890341,0.765780978,0.612559314,0.665904564,0.772255608,0.67070787,0.74420229,0.484260541,0.781783204,0.678631139,0.620461826,0.629872304,0.694109019,0.596391222,0.45976744,0.580839754,0.523037848,0.6239464,0.374135746,0.547970801,0.320573939,0.360915905,0.765812449,0.530818205,0.633919746,0.633499549,0.57188163,0.405920002,0.382589356,0.5616398,0.589862436,0.728944451,0.784186946,0.689761545,0.794777128,0.680386988,0.712456986,0.749708428,0.789214214,0.486313159,0.643811957,0.712744091,0.540131658,0.714504076,0.627865362,0.753348886,0.333710297,0.682726531,0.412679346,0.751779083,0.737456678,0.798272048,0.611464874,0.459410437,0.715178524,0.512802355,0.45343435,0.486807681,0.788620235,0.751039333,0.422318287,0.530163923,0.762649996,0.660848666,0.488650553,0.498196704,0.668349347,0.390309275,0.627181386,0.635585328,0.717931364,0.726259835,0.650644219,0.571978888,0.487880976,0.521967646,0.289294812,0.352309115,0.395674526,0.592920361,0.50562033,0.663402983,0.550282577,0.491073115,0.419825176,0.699144029,0.672612456,0.781888127
chr10:75570928-75571809,0.355062899,0.362802279,0.349870389,0.362204146,0.353150687,0.348939573,0.3674362,0.354557728,0.351094079,0.351032992,0.346335377,0.349495072,0.366459431,0.364587732,0.358917579,0.351784406,0.360960282,0.346314626,0.383181271,0.334410515,0.335169222,0.347700789,0.368448753,0.356604104,0.329345005,0.425336844,0.319908782,0.359252079,0.353070189,0.356134831,0.356544726,0.333194061,0.362185609,0.363571672,0.35893243,0.359525103,0.354292059,0.3478079,0.368011095,0.342086672,0.364644742,0.34667905,0.345364774,0.355887353,0.365891789,0.355476671,0.354148582,0.350924542,0.370078446,0.357934079,0.347656421,0.354204975,0.366954915,0.369356148,0.274406775,0.34715673,0.36527328,0.344005832,0.350627399,0.366002951,0.36387561,0.347379964,0.357402555,0.373261095,0.360955484,0.35322187,0.37171917,0.337551712,0.358890275,0.352072926,0.361920482,0.348288793,0.365147586,0.355742718,0.349837516,0.363304608,0.321733577,0.351735457,0.352494379,0.357707635,0.344739526,0.352968935,0.371036105,0.36119437,0.366243781,0.366845241,0.334369493,0.364187279,0.327104214,0.359677179,0.366050819,0.354170242,0.35642172,0.356028726,0.356598895,0.362082546,0.352179008,0.361057864,0.359074499,0.357284786
chr10:75910836-75911480,0.191908133,0.201381023,0.173505404,0.206935055,0.182098646,0.176576715,0.194230263,0.193728197,0.161202071,0.174927157,0.183606323,0.191128841,0.192696594,0.196173162,0.189414684,0.191792749,0.184036074,0.183834552,0.191801288,0.176002752,0.1962249,0.186381023,0.200745303,0.171332241,0.191739559,0.175337314,0.188190426,0.190096809,0.168281435,0.19864409,0.166157939,0.182437747,0.196570142,0.185104032,0.201341933,0.175300221,0.191473047,0.157378065,0.16902022,0.156425184,0.186731527,0.183697723,0.162765631,0.18582511,0.187715484,0.193681774,0.188797784,0.185974603,0.217298466,0.191158869,0.169877808,0.167016598,0.192538344,0.18993477,0.158114371,0.19274592,0.173938436,0.19109461,0.177484529,0.184122252,0.182597301,0.182421211,0.185205028,0.191048775,0.215289343,0.181024308,0.193322876,0.205803073,0.17752887,0.185708292,0.19148843,0.176339562,0.173246325,0.178675137,0.178884636,0.168781318,0.146417498,0.17530921,0.19360349,0.14842194,0.159212361,0.183580202,0.186376411,0.197196766,0.19445436,0.184732016,0.189816974,0.187378271,0.177670385,0.185985551,0.176614071,0.193691422,0.186379952,0.190921975,0.186979256,0.175914624,0.160674951,0.219491443,0.212204029,0.210555478
chr10:7829588-7830517,0.189232533,0.186437025,0.181805771,0.213916476,0.181054405,0.178428054,0.203287947,0.20204594,0.159417801,0.175851784,0.191226959,0.208885905,0.191911876,0.182029891,0.188872275,0.209860104,0.192847886,0.195758202,0.198795171,0.202818845,0.202105382,0.188409298,0.190726381,0.166220038,0.186689139,0.209854626,0.189014926,0.193160357,0.178521661,0.20951143,0.196520559,0.187511305,0.190083908,0.200640426,0.212537052,0.17425024,0.197115325,0.1642519,0.18640747,0.187470131,0.197116476,0.170516829,0.184590829,0.206737663,0.198922775,0.197076646,0.188362959,0.184428375,0.207551982,0.213261649,0.207479952,0.198400871,0.19983689,0.191699733,0.14300356,0.211420952,0.187757611,0.216332761,0.18714751,0.216160884,0.203446207,0.204254887,0.191020717,0.195931439,0.220823788,0.173953056,0.187330901,0.194743862,0.180101177,0.174083602,0.207882302,0.201006183,0.174490586,0.191536266,0.196108513,0.184794027,0.163022478,0.180109904,0.195655405,0.149439798,0.183971388,0.188712165,0.199698186,0.197326632,0.1971407,0.192517145,0.203948128,0.193621855,0.191781015,0.197302436,0.188151631,0.198158225,0.193293126,0.210534024,0.196030862,0.185095771,0.180233285,0.199146778,0.223949782,0.203575611
